"Metabolite"	"Number_of_IVs_T2DM"	"Number_of_Proxies_T2DM"	"Weighted_Mode_Estimate_T2DM"	"Weighted_Mode_SE_T2DM"	"Weighted_Mode_Pval_T2DM"	"Weighted_Median_Estimate_T2DM"	"Weighted_Median_SE_T2DM"	"Weighted_Median_Pval_T2DM"	"Random_IVW_Estimate_T2DM"	"Random_IVW_SE_T2DM"	"Random_IVW_Pval_T2DM"	"Random_IVW_RSE_T2DM"	"Random_IVW_HetStat_T2DM"	"Random_IVW_FStat_T2DM"	"Fixed_IVW_Estimate_T2DM"	"Fixed_IVW_SE_T2DM"	"Fixed_IVW_Pval_T2DM"	"Fixed_IVW_RSE_T2DM"	"Fixed_IVW_HetStat_T2DM"	"Fixed_IVW_FStat_T2DM"	"Egger_Estimate_T2DM"	"Egger_SE_T2DM"	"Egger_Pval_T2DM"	"Egger_Intercept_T2DM"	"Egger_Intercept_SE_T2DM"	"Egger_Intercept_Pval_T2DM"	"Egger_RSE_T2DM"	"Egger_HetStat_T2DM"	"Egger_Isq_T2DM"	"Number_of_IVs_FG"	"Number_of_Proxies_FG"	"Weighted_Mode_Estimate_FG"	"Weighted_Mode_SE_FG"	"Weighted_Mode_Pval_FG"	"Weighted_Median_Estimate_FG"	"Weighted_Median_SE_FG"	"Weighted_Median_Pval_FG"	"Random_IVW_Estimate_FG"	"Random_IVW_SE_FG"	"Random_IVW_Pval_FG"	"Random_IVW_RSE_FG"	"Random_IVW_HetStat_FG"	"Random_IVW_FStat_FG"	"Fixed_IVW_Estimate_FG"	"Fixed_IVW_SE_FG"	"Fixed_IVW_Pval_FG"	"Fixed_IVW_RSE_FG"	"Fixed_IVW_HetStat_FG"	"Fixed_IVW_FStat_FG"	"Egger_Estimate_FG"	"Egger_SE_FG"	"Egger_Pval_FG"	"Egger_Intercept_FG"	"Egger_Intercept_SE_FG"	"Egger_Intercept_Pval_FG"	"Egger_RSE_FG"	"Egger_HetStat_FG"	"Egger_Isq_FG"	"Number_of_IVs_HBA1C"	"Number_of_Proxies_HBA1C"	"Weighted_Mode_Estimate_HBA1C"	"Weighted_Mode_SE_HBA1C"	"Weighted_Mode_Pval_HBA1C"	"Weighted_Median_Estimate_HBA1C"	"Weighted_Median_SE_HBA1C"	"Weighted_Median_Pval_HBA1C"	"Random_IVW_Estimate_HBA1C"	"Random_IVW_SE_HBA1C"	"Random_IVW_Pval_HBA1C"	"Random_IVW_RSE_HBA1C"	"Random_IVW_HetStat_HBA1C"	"Random_IVW_FStat_HBA1C"	"Fixed_IVW_Estimate_HBA1C"	"Fixed_IVW_SE_HBA1C"	"Fixed_IVW_Pval_HBA1C"	"Fixed_IVW_RSE_HBA1C"	"Fixed_IVW_HetStat_HBA1C"	"Fixed_IVW_FStat_HBA1C"	"Egger_Estimate_HBA1C"	"Egger_SE_HBA1C"	"Egger_Pval_HBA1C"	"Egger_Intercept_HBA1C"	"Egger_Intercept_SE_HBA1C"	"Egger_Intercept_Pval_HBA1C"	"Egger_RSE_HBA1C"	"Egger_HetStat_HBA1C"	"Egger_Isq_HBA1C"
"1-(1-enyl-oleoyl)-GPC (P-18_1)*"	5	0	0.185013395823057	0.074783305850538	0.0133612211520243	0.0524730809972692	0.0584352984046913	0.369202126628949	0.0320985848555308	0.0866525736671562	0.71106322486316	3.85734426452672	59.5164191003088	50.5781236625968	0.0320985848555308	0.0224643090491141	0.153041504406156	3.85734426452672	59.5164191003088	50.5781236625968	0.308409692010681	0.230736177320137	0.181342315773488	-0.0284442419640582	0.0222595254401756	0.201303788085151	3.58420138088408	38.539498616194	0.83009142929701	5	0	0.118547649140658	0.0463520731511771	0.0105413027460194	0.0767873092833648	0.0237353336088796	0.00121579832090535	0.070585985057852	0.036163683109313	0.050956343808504	3.24651345855372	42.1593985462818	50.5781236625968	0.070585985057852	0.0111392370834105	2.34740954928547e-10	3.24651345855372	42.1593985462818	50.5781236625968	0.197409416427057	0.105197245915015	0.0605778077220447	-0.0125271305516215	0.00984493474861441	0.203215322547156	3.02111909768297	27.3814818071544	0.916457133733248	5	0	-0.0144365002775605	0.0274135271800886	0.598457789414823	0.0343406894305963	0.0182539173335849	0.0599341393693677	0.037518441807637	0.0231485343251323	0.105067050415184	2.71406030068052	29.4644932629202	50.5781236625968	0.037518441807637	0.00852911570141904	1.08817708391813e-05	2.71406030068052	29.4644932629202	50.5781236625968	0.123424812778169	0.0658291974885732	0.0608030324220379	-0.00845935530213169	0.00614605609216759	0.168701669564604	2.45356665179727	18.0599679444349	0.914089481924839
"1-(1-enyl-oleoyl)-GPE (P-18_1)*"	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0128508893052126	0.0737235228562197	0.861620326657991	NA	NA	21.0227298890652	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.00405817557006714	0.0385526679156378	0.916166996259808	NA	NA	21.0227298890652	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0114981641151902	0.02840722899047	0.685652533544968	NA	NA	21.0227298890652	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1-(1-enyl-palmitoyl)-2-arachidonoyl-GPC (P-16_0_20_4)*"	2	0	NA	NA	NA	NA	NA	NA	-0.0572716693954236	0.0146049468090101	8.80402117069128e-05	0.15073190877186	0.0227201083220083	310.582556853986	-0.0572716693954236	0.0146049468090101	8.80402117069128e-05	0.15073190877186	0.0227201083220083	310.582556853986	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	NA	NA	NA	NA	NA	NA	-0.00460777943565605	0.0243536041672945	0.849933572737454	3.31273929866057	10.9742416608901	310.582556853986	-0.00460777943565605	0.00735150036621999	0.530802916977712	3.31273929866057	10.9742416608901	310.582556853986	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	NA	NA	NA	NA	NA	NA	-0.00522284148982451	0.00546436137537808	0.339172836396739	0.601626839806964	0.361954854376114	310.582556853986	-0.00522284148982451	0.00546436137537808	0.339172836396739	0.601626839806964	0.361954854376114	310.582556853986	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1-(1-enyl-palmitoyl)-2-arachidonoyl-GPE (P-16_0_20_4)*"	3	0	0.105374589083325	0.0166467170096089	2.45078134905981e-10	0.107088607117616	0.0168725937324662	2.19701743673375e-10	0.130464761021999	0.0745029542882665	0.0799225889057849	4.85445947955859	47.1315536773525	187.600788537582	0.130464761021999	0.015347322313017	1.88262795212413e-17	4.85445947955859	47.1315536773525	187.600788537582	-0.149785503142675	0.236235497543363	0.526047125821037	0.0502312803874283	0.0406418570483923	0.21647735860718	4.31821433787018	18.6469750677876	0.978368163782329	3	0	0.0786684006502052	0.00957153138916416	2.05209874246044e-16	0.0567361327191495	0.0084115342423246	1.52985148303572e-11	0.0575293045008877	0.0268126803543948	0.0319048532378138	3.81010895861856	29.0338605530909	187.600788537582	0.0575293045008877	0.00703724766026543	2.9593392164606e-16	3.81010895861856	29.0338605530909	187.600788537582	0.169300559038178	0.0891740574336018	0.057624918747458	-0.0208043724137604	0.0160295418054434	0.194329630757335	3.28868246065699	10.8154323270329	0.984699058168295	3	0	0.0367969810823196	0.00643464787094488	1.07424575228217e-08	0.0366591764981399	0.00588619317208263	4.72444777656285e-10	0.037607310811334	0.00839432375055273	7.46121996509688e-06	1.58728137188475	5.03892430706467	187.600788537582	0.037607310811334	0.00528849131555374	1.15071183142486e-12	1.58728137188475	5.03892430706467	187.600788537582	0.0223621799909238	0.0406679940411052	0.582407359680919	0.00279301688323969	0.00716975732477268	0.69686541973015	2.09165079686091	4.37500305600886	0.982149309874284
"1-(1-enyl-palmitoyl)-2-docosahexaenoyl-GPC (P-16_0_22_6)*"	4	0	-0.0924878379218447	0.0266177927818577	0.00051149706121524	-0.040542870611895	0.0319306507096176	0.204185671705929	0.0225615524139076	0.0800267631639194	0.77800095044999	4.45504794740229	59.54235664096	102.205678667303	0.0225615524139076	0.0179631654044448	0.20911967045888	4.45504794740229	59.54235664096	102.205678667303	0.202659303180716	0.412528080483124	0.623241267036451	-0.0205591241486257	0.0458685672368604	0.653995768239585	5.20131197271072	54.1072924749277	0.890191333797259	4	0	0.0505052799517762	0.0226583220271422	0.0258142567161043	0.0675369269827259	0.0210497530886106	0.00133455891514867	0.0582443937305928	0.0398967867649151	0.14432393408395	4.70595080122636	66.437918830689	102.205678667303	0.0582443937305928	0.00847794387364145	6.41531202640945e-12	4.70595080122636	66.437918830689	102.205678667303	0.262044245300995	0.146376797677914	0.073421213872016	-0.0231779508836161	0.0161829112659914	0.152072707248773	4.04956977273415	32.7980306884842	0.882058788728983	4	0	-0.00651621599440481	0.00984647943409012	0.508111390029837	-0.00306133364211756	0.0110508804645663	0.781763447287583	0.0220221082733857	0.0211304863948201	0.297320819941195	3.32127324004785	33.0925678051737	102.205678667303	0.0220221082733857	0.00636216440732101	0.0005373384539679	3.32127324004785	33.0925678051737	102.205678667303	0.0988775404441881	0.0983633951638352	0.314787557800035	-0.00876867609496087	0.0109248465613577	0.42218510397816	3.53765971263996	25.0300724848716	0.886597801941048
"1-(1-enyl-palmitoyl)-2-docosahexaenoyl-GPE (P-16_0_22_6)*"	2	0	NA	NA	NA	NA	NA	NA	0.138095520670976	0.1740411417817	0.427507066700806	5.30619984602889	28.155756805997	62.1027810544706	0.138095520670976	0.0327995829090288	2.55051193513514e-05	5.30619984602889	28.155756805997	62.1027810544706	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	NA	NA	NA	NA	NA	NA	0.135494058525504	0.0724062159721121	0.0613029240040345	4.75466561986734	22.6068451567485	62.1027810544706	0.135494058525504	0.0152284559548337	5.71568199153361e-19	4.75466561986734	22.6068451567485	62.1027810544706	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	NA	NA	NA	NA	NA	NA	0.0489369314154721	0.056875361425954	0.389555308178818	5.01664896412418	25.1667668292482	62.1027810544706	0.0489369314154721	0.0113373213538937	1.58561700771547e-05	5.01664896412418	25.1667668292482	62.1027810544706	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1-(1-enyl-palmitoyl)-2-linoleoyl-GPC (P-16_0_18_2)*"	4	0	-0.0555506305220871	0.0310194647270759	0.07332035954508	-0.0653644635807532	0.0402859502109491	0.104693628103885	-0.135483873816676	0.0633218466899336	0.0323865310058424	2.69375123375909	21.7688871281358	59.8027940495088	-0.135483873816676	0.0235069392809406	8.23534102389044e-09	2.69375123375909	21.7688871281358	59.8027940495088	0.13321750531762	0.267235026445143	0.618129442036854	-0.0230372528377884	0.0222740729280314	0.301013158830349	2.66299363243408	14.183070172769	0.744116262722485	4	0	-0.0459333920063957	0.015958978697245	0.00399930868665684	-0.0479699301296946	0.0137278959915039	0.00047523614269615	-0.0503980987366828	0.0155117659198198	0.00115801734176165	1.47625031403787	6.53794496909072	59.8027940495088	-0.0503980987366828	0.0105075445351755	1.61564629428043e-06	1.47625031403787	6.53794496909072	59.8027940495088	-0.0753564277721227	0.0794338723023953	0.342789141859959	0.00213465774505975	0.00660664066789243	0.746613532963699	1.76261157127628	6.21359910239407	0.732596329410681	4	0	-0.0111126388289166	0.0105293225616346	0.291242779033535	-0.00377869527834742	0.0108416707082711	0.727438878160174	0.0153388009831461	0.030414251142806	0.614029921922359	3.74449091065533	42.0636365399412	59.8027940495088	0.0153388009831461	0.00812239951130852	0.0589646457090472	3.74449091065533	42.0636365399412	59.8027940495088	-0.121396878551258	0.125494461329939	0.333369847383796	0.0116598337842821	0.0104075898676346	0.262577311601208	3.59476143725302	25.8446195815228	0.719827524806325
"1-(1-enyl-palmitoyl)-2-linoleoyl-GPE (P-16_0_18_2)*"	2	0	NA	NA	NA	NA	NA	NA	0.0788426619609176	0.0395862267731239	0.0464073836666264	1.44043612705207	2.07485623611675	89.7532177985617	0.0788426619609176	0.0274821118615925	0.0041193843297472	1.44043612705207	2.07485623611675	89.7532177985617	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	NA	NA	NA	NA	NA	NA	-0.00011119454232073	0.0179386845378668	0.995054272779269	1.27265871998938	1.619660217565	89.7532177985617	-0.00011119454232073	0.0140954399291088	0.993705802102054	1.27265871998938	1.619660217565	89.7532177985617	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	NA	NA	NA	NA	NA	NA	0.0150040610534879	0.0102527476490862	0.143352887066957	0.941783171955819	0.886955542979163	89.7532177985617	0.0150040610534879	0.0102527476490862	0.143352887066957	0.941783171955819	0.886955542979163	89.7532177985617	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1-(1-enyl-palmitoyl)-2-myristoyl-GPC (P-16_0_14_0)*"	3	0	-0.0688561506355959	0.0190786703664078	0.00030730328306424	-0.0663357499126289	0.0202425751077214	0.00104901110994591	-0.0105572605462778	0.0863058707157616	0.902642597826858	5.10335276995958	52.0884189893082	151.897711612846	-0.0105572605462778	0.0169116019617129	0.532455920434283	5.10335276995958	52.0884189893082	151.897711612846	-0.224751271443104	0.30526943958813	0.46158525278296	0.0306230123542235	0.0413304954432356	0.458735761745597	5.79893210658162	33.6276135767431	0.960301131815937	3	0	2.83931556291916e-05	0.0100914926492075	0.99775509615802	0.0142907317709589	0.00975913180862461	0.143099822269316	0.0274415716534622	0.0487171887443222	0.573242088486132	6.081371025048	73.9661470885868	151.897711612846	0.0274415716534622	0.00801088908137087	0.00061359248798812	6.081371025048	73.9661470885868	151.897711612846	-0.023238637646339	0.208054062423623	0.911065094761662	0.00706296036211237	0.0274634912528319	0.797042642252536	8.32931805655973	69.377539287332	0.949938112880743	3	0	-0.00712895642581989	0.0068136678105719	0.295435023414324	-0.00139067201569824	0.00725649235481122	0.848020124818576	0.0117947845467122	0.0285474937809423	0.679486774259872	4.74321698130864	44.9962146635493	151.897711612846	0.0117947845467122	0.00601859326559126	0.0500280025050855	4.74321698130864	44.9962146635493	151.897711612846	-0.0451306778868665	0.110351664037389	0.682560627475556	0.00807301257007186	0.014820105658652	0.585936610146445	5.89063870836617	34.6996243925019	0.957409287426287
"1-(1-enyl-palmitoyl)-2-oleoyl-GPC (P-16_0_18_1)*"	7	0	-0.0935309141557965	0.0302275042078757	0.00197323044621117	-0.0950162872081598	0.025556433097871	0.00020088498942913	-0.0979838793369403	0.0363412014032397	0.0070131300166722	2.07696964345211	25.8828173989294	63.8304727986058	-0.0979838793369403	0.0174972231865832	2.14392126490353e-08	2.07696964345211	25.8828173989294	63.8304727986058	-0.0737387110491954	0.20590038929589	0.72024746615756	-0.00227441353953768	0.0189518909133875	0.904475347114122	2.27193647737153	25.8084767860567	0.776590297283358	7	0	0.00855353769228581	0.0358883377467423	0.811619316918118	-0.0162823592223999	0.0146007147693023	0.26477522778267	-0.0206477940128024	0.0173328455454974	0.233554510681652	2.06376872539069	25.5548481114042	63.8304727986058	-0.0206477940128024	0.0083986375664338	0.0139530641178982	2.06376872539069	25.5548481114042	63.8304727986058	0.0543553944855792	0.09196696036939	0.554499140716774	-0.00703956529266114	0.00846856523539587	0.405827716171304	2.11905742446432	22.4520218408867	0.787171143639242	7	0	-0.00765571694876285	0.0094518121748271	0.417955433203253	-0.00386775756290527	0.00906828959919768	0.669732939649399	0.0105210230987612	0.0130105071945524	0.418713114790128	2.0536732391148	25.3054426383377	63.8304727986058	0.0105210230987612	0.00633523724551251	0.0967707127956104	2.0536732391148	25.3054426383377	63.8304727986058	-0.0157647973294718	0.0726721297835644	0.828262552150478	0.00246865168161506	0.00669605640040002	0.712371867961217	2.21971833655534	24.6357474682	0.765278432337054
