"Metabolite"	"Number_of_IVs"	"Number_of_Proxies"	"Weighted_Mode_Estimate"	"Weighted_Mode_SE"	"Weighted_Mode_Pval"	"Weighted_Median_Estimate"	"Weighted_Median_SE"	"Weighted_Median_Pval"	"Random_IVW_Estimate"	"Random_IVW_SE"	"Random_IVW_Pval"	"Random_IVW_RSE"	"Random_IVW_HetStat"	"Random_IVW_FStat"	"Fixed_IVW_Estimate"	"Fixed_IVW_SE"	"Fixed_IVW_Pval"	"Fixed_IVW_RSE"	"Fixed_IVW_HetStat"	"Fixed_IVW_FStat"	"Egger_Estimate"	"Egger_SE"	"Egger_Pval"	"Egger_Intercept"	"Egger_Intercept_SE"	"Egger_Intercept_Pval"	"Egger_RSE"	"Egger_HetStat"	"Egger_Isq"
"1-(1-enyl-oleoyl)-GPC (P-18_1)*"	5	0	-0.0144365002775605	0.0274135271800886	0.598457789414823	0.0343406894305963	0.0182539173335849	0.0599341393693677	0.037518441807637	0.0231485343251323	0.105067050415184	2.71406030068052	29.4644932629202	50.5781236625968	0.037518441807637	0.00852911570141904	1.08817708391813e-05	2.71406030068052	29.4644932629202	50.5781236625968	0.123424812778169	0.0658291974885732	0.0608030324220379	-0.00845935530213169	0.00614605609216759	0.168701669564604	2.45356665179727	18.0599679444349	0.914089481924839
"1-(1-enyl-oleoyl)-GPE (P-18_1)*"	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0114981641151902	0.02840722899047	0.685652533544968	NA	NA	21.0227298890652	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1-(1-enyl-palmitoyl)-2-arachidonoyl-GPC (P-16_0_20_4)*"	2	0	NA	NA	NA	NA	NA	NA	-0.00522284148982451	0.00546436137537808	0.339172836396739	0.601626839806964	0.361954854376114	310.582556853986	-0.00522284148982451	0.00546436137537808	0.339172836396739	0.601626839806964	0.361954854376114	310.582556853986	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1-(1-enyl-palmitoyl)-2-arachidonoyl-GPE (P-16_0_20_4)*"	3	0	0.0367969810823196	0.00643464787094488	1.07424575228217e-08	0.0366591764981399	0.00588619317208263	4.72444777656285e-10	0.037607310811334	0.00839432375055273	7.46121996509688e-06	1.58728137188475	5.03892430706467	187.600788537582	0.037607310811334	0.00528849131555374	1.15071183142486e-12	1.58728137188475	5.03892430706467	187.600788537582	0.0223621799909238	0.0406679940411052	0.582407359680919	0.00279301688323969	0.00716975732477268	0.69686541973015	2.09165079686091	4.37500305600886	0.982149309874284
"1-(1-enyl-palmitoyl)-2-docosahexaenoyl-GPC (P-16_0_22_6)*"	4	0	-0.00651621599440481	0.00984647943409012	0.508111390029837	-0.00306133364211756	0.0110508804645663	0.781763447287583	0.0220221082733857	0.0211304863948201	0.297320819941195	3.32127324004785	33.0925678051737	102.205678667303	0.0220221082733857	0.00636216440732101	0.000537338453967903	3.32127324004785	33.0925678051737	102.205678667303	0.0988775404441881	0.0983633951638352	0.314787557800035	-0.00876867609496087	0.0109248465613577	0.42218510397816	3.53765971263996	25.0300724848716	0.886597801941048
"1-(1-enyl-palmitoyl)-2-docosahexaenoyl-GPE (P-16_0_22_6)*"	2	0	NA	NA	NA	NA	NA	NA	0.0489369314154721	0.056875361425954	0.389555308178818	5.01664896412418	25.1667668292482	62.1027810544706	0.0489369314154721	0.0113373213538937	1.58561700771547e-05	5.01664896412418	25.1667668292482	62.1027810544706	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1-(1-enyl-palmitoyl)-2-linoleoyl-GPC (P-16_0_18_2)*"	4	0	-0.0111126388289166	0.0105293225616346	0.291242779033535	-0.00377869527834742	0.0108416707082711	0.727438878160174	0.0153388009831461	0.030414251142806	0.614029921922359	3.74449091065533	42.0636365399412	59.8027940495088	0.0153388009831461	0.00812239951130852	0.0589646457090472	3.74449091065533	42.0636365399412	59.8027940495088	-0.121396878551258	0.125494461329939	0.333369847383796	0.0116598337842821	0.0104075898676346	0.262577311601208	3.59476143725302	25.8446195815228	0.719827524806325
"1-(1-enyl-palmitoyl)-2-linoleoyl-GPE (P-16_0_18_2)*"	2	0	NA	NA	NA	NA	NA	NA	0.0150040610534879	0.0102527476490862	0.143352887066957	0.941783171955819	0.886955542979163	89.7532177985617	0.0150040610534879	0.0102527476490862	0.143352887066957	0.941783171955819	0.886955542979163	89.7532177985617	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1-(1-enyl-palmitoyl)-2-myristoyl-GPC (P-16_0_14_0)*"	3	0	-0.00712895642581989	0.0068136678105719	0.295435023414324	-0.00139067201569824	0.00725649235481122	0.848020124818576	0.0117947845467122	0.0285474937809423	0.679486774259872	4.74321698130864	44.9962146635493	151.897711612846	0.0117947845467122	0.00601859326559126	0.0500280025050855	4.74321698130864	44.9962146635493	151.897711612846	-0.0451306778868665	0.110351664037389	0.682560627475556	0.00807301257007186	0.014820105658652	0.585936610146445	5.89063870836617	34.6996243925019	0.957409287426287
"1-(1-enyl-palmitoyl)-2-oleoyl-GPC (P-16_0_18_1)*"	7	0	-0.00765571694876285	0.0094518121748271	0.417955433203253	-0.00386775756290527	0.00906828959919768	0.669732939649399	0.0105210230987612	0.0130105071945524	0.418713114790128	2.0536732391148	25.3054426383377	63.8304727986058	0.0105210230987612	0.00633523724551251	0.0967707127956104	2.0536732391148	25.3054426383377	63.8304727986058	-0.0157647973294718	0.0726721297835644	0.828262552150478	0.00246865168161506	0.00669605640040002	0.712371867961217	2.21971833655534	24.6357474682	0.765278432337054
