Metabolite	Number_of_IVs	Number_of_Proxies	Weighted_Mode_Estimate	Weighted_Mode_SE	Weighted_Mode_Pval	Weighted_Median_Estimate	Weighted_Median_SE	Weighted_Median_Pval	Random_IVW_Estimate	Random_IVW_SE	Random_IVW_Pval	Random_IVW_RSE	Random_IVW_HetStat	Random_IVW_FStat	Fixed_IVW_Estimate	Fixed_IVW_SE	Fixed_IVW_Pval	Fixed_IVW_RSE	Fixed_IVW_HetStat	Fixed_IVW_FStat	Egger_Estimate	Egger_SE	Egger_Pval	Egger_Intercept	Egger_Intercept_SE	Egger_Intercept_Pval	Egger_RSE	Egger_HetStat	Egger_Isq
M00057	63	0	0.303807347839975	0.157072509098356	0.053090341513348	0.309361111307262	0.160559500548096	0.0540083910487964	0.214734930886429	0.116619954861405	0.0655743324290666	1.12813150677054	78.9062031872383	156.002177590613	0.214734930886429	0.103374432999615	0.0377781432757196	1.12813150677054	78.9062031872383	156.002177590613	0.415387709026892	0.209386079097218	0.0472740895526027	-0.00414799182398126	0.00359926453994191	0.249133990491786	1.12515782025319	77.2247873490911	0.975910099702957
M01493	63	0	-0.225716045003439	0.166133980431311	0.174261125046527	-0.181316906950722	0.170465590150253	0.287484140561348	-0.313130326675173	0.148115579732921	0.0345072002037605	1.43282312161939	127.284890066522	156.002177590613	-0.313130326675173	0.103373247889467	0.00245264459440328	1.43282312161939	127.284890066522	156.002177590613	-0.208671503388527	0.268319973743366	0.436747958388344	-0.00215955364090194	0.00461249349633902	0.63964402376566	1.44193131077966	126.829120205411	0.975911252598552
M03147	63	0	0.103424500053394	0.41719388223915	0.804207817219224	0.509595001131901	0.187528940472589	0.00657929444922709	0.580749060244848	0.134326962075801	1.53643458839778e-5	1.29931908653699	104.670265495637	156.002177590613	0.580749060244848	0.103382582052124	1.93768306363877e-8	1.29931908653699	104.670265495637	156.002177590613	0.910694223372088	0.238424608443419	1.3365101428619e-4	-0.00682138095877742	0.00409869173684552	0.0960559865461164	1.28116189137376	100.123923306411	0.975913390943694
M37529	63	0	0.417556899671894	0.159638450211388	0.00890601020178823	0.47889710994586	0.16689598648064	0.00411206424833145	0.460850511673918	0.19999568540449	0.0212056816830802	1.93611379245467	232.409270274658	156.002177590613	0.460850511673918	0.103297484984562	8.14292076473156e-6	1.93611379245467	232.409270274658	156.002177590613	0.348470944489389	0.36253882785489	0.336453525583417	0.0023231830490138	0.00623179416978306	0.709300864236941	1.94969932928547	231.88097595159	0.975906917366737
M41888	63	0	-0.580838554790485	0.17269694734651	7.7005453253714e-4	-0.61004117880599	0.17640011304582	5.436338262285e-4	-0.467109216278002	0.1176063650411	7.13309456016736e-5	1.08036181789135	72.3652627685656	156.002177590613	-0.467109216278002	0.108858313107218	1.77883600139012e-5	1.08036181789135	72.3652627685656	156.002177590613	-0.695485760677922	0.21070586680682	9.6429419888655e-4	0.00471753233786813	0.0036205242468579	0.192575775796862	1.0743330005786	70.4056751640648	0.975894794498796
M44681	63	0	-0.383737959280582	0.165921913563357	0.0207357073511484	-0.438598705857278	0.170787441903918	0.0102258556717279	-0.349358437243365	0.138796535910174	0.0118340541701709	1.34289913282001	111.809441017581	156.002177590613	-0.349358437243365	0.10335589063842	7.2446220067562e-4	1.34289913282001	111.809441017581	156.002177590613	-0.154280317490408	0.250085534495603	0.537293957581167	-0.00403300192121979	0.00429900097935888	0.348179980997533	1.34419974166118	110.219249674402	0.97591021380054
M46360	63	0	-0.536041739443781	0.170572641541957	0.0016745397899766	-0.587402545051051	0.177025827582217	9.0607936109493e-4	-0.470290611754263	0.112560998190254	2.93960095516177e-5	1.05091735440969	68.4744917195661	156.002177590613	-0.470290611754263	0.107107374065091	1.12917149014134e-5	1.05091735440969	68.4744917195661	156.002177590613	-0.768170578233367	0.199056406031487	1.1382407667137e-4	0.0061591029354252	0.00342225539089904	0.0719047939069037	1.03244052817328	65.0219400970976	0.975916587427054
M46443	63	0	-0.46839573360751	0.163385635812625	0.00414630582791825	-0.552861073875025	0.172056987107754	0.00131244760036889	-0.432252931430075	0.110219640850372	8.79113046253345e-5	1.0409679110378	67.1840798922453	156.002177590613	-0.432252931430075	0.105881881354524	4.45716543485186e-5	1.0409679110378	67.1840798922453	156.002177590613	-0.688677412948899	0.195993977912041	4.4179811071409e-4	0.0053041420089464	0.00337031706798893	0.11553801647418	1.02878758990136	64.5626382132384	0.975919230848446
M46517	63	0	-0.637759485755424	0.199530278291778	0.00139200221401562	-0.69824083063453	0.18469055268983	1.5645179133567e-4	-0.47742099299975	0.115063695702528	3.33655600061834e-5	0.997483044665577	61.6882903125092	156.002177590613	-0.47742099299975	0.115063695702528	3.33655600061834e-5	0.997483044665577	61.6882903125092	156.002177590613	-0.715261232561315	0.206770090643871	5.4176167453401e-4	0.00493015778374485	0.00356115693590936	0.166228092573177	0.989880397869206	59.7716553272276	0.975972673537936
M48493	63	0	0.143623491278746	0.169268626509651	0.396162658331855	0.129555892557699	0.174234814785982	0.457136271575087	0.309326504479405	0.151653746214364	0.0413812937879081	1.46435577625437	132.948946045872	156.002177590613	0.309326504479405	0.103563456827598	0.00281885848352095	1.46435577625437	132.948946045872	156.002177590613	0.094673836004988	0.273232123022636	0.728969994453819	0.0044377585918481	0.00469703655637197	0.344761160017832	1.46562519789269	131.031490462578	0.975914508972063
M52483	63	0	-0.593896946945313	0.181342040219339	0.00105658332837107	-0.595178683437183	0.179527378440567	9.1560209870616e-4	-0.30965908148981097	0.139973500172816	0.0269480609203383	1.31541163109621	107.279081071837	156.002177590613	-0.30965908148981097	0.106410416985722	0.00361376942427805	1.31541163109621	107.279081071837	156.002177590613	-0.828187575722746	0.241121585586045	5.9314419565104e-4	0.0107228467500034	0.00414588371263965	0.0096988847889159	1.25891743858628	96.6772601477752	0.975920656449314
