Metabolite	Number_of_IVs	Number_of_Proxies	Weighted_Mode_Estimate	Weighted_Mode_SE	Weighted_Mode_Pval	Weighted_Median_Estimate	Weighted_Median_SE	Weighted_Median_Pval	Random_IVW_Estimate	Random_IVW_SE	Random_IVW_Pval	Random_IVW_RSE	Random_IVW_HetStat	Random_IVW_FStat	Fixed_IVW_Estimate	Fixed_IVW_SE	Fixed_IVW_Pval	Fixed_IVW_RSE	Fixed_IVW_HetStat	Fixed_IVW_FStat	Egger_Estimate	Egger_SE	Egger_Pval	Egger_Intercept	Egger_Intercept_SE	Egger_Intercept_Pval	Egger_RSE	Egger_HetStat	Egger_Isq
2-arachidonoyl-GPE (20_4)*	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.1959619019529	0.0432939085709896	6.00208704627145e-6	NA	NA	66.4408407080084	NA	NA	NA	NA	NA	NA	NA	NA	NA
2-linoleoyl-GPE (18_2)*	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.153394762309189	0.0230980530118084	3.1150783637078097e-11	NA	NA	249.151629400474	NA	NA	NA	NA	NA	NA	NA	NA	NA
arachidonate (20_4n6)	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.275612108829425	0.0535602478696858	2.66335811759332e-7	NA	NA	42.4680672207546	NA	NA	NA	NA	NA	NA	NA	NA	NA
cysteine sulfinic acid	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.364303125509905	0.0564563323158624	1.09780349287736e-10	NA	NA	31.7441430874717	NA	NA	NA	NA	NA	NA	NA	NA	NA
glutamate	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.492964382456945	0.058259427017639	2.63873009612379e-17	NA	NA	41.3594915140326	NA	NA	NA	NA	NA	NA	NA	NA	NA
N-acetylmethionine	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.445568854014062	0.0506589911540536	1.42470056976143e-18	NA	NA	50.8372323149209	NA	NA	NA	NA	NA	NA	NA	NA	NA
sphinganine	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.467108446588441	0.038031794189873	1.13093902946272e-34	NA	NA	83.5636521618169	NA	NA	NA	NA	NA	NA	NA	NA	NA
sphingomyelin (d18_2_14_0, d18_1_14_1)*	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.308556217432311	0.0516412079384621	2.30090183196327e-9	NA	NA	49.7414053995629	NA	NA	NA	NA	NA	NA	NA	NA	NA
sphingomyelin (d18_2_24_1, d18_1_24_2)*	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.262593916153699	0.0437656526922831	1.9731752900754102e-9	NA	NA	72.8628909697111	NA	NA	NA	NA	NA	NA	NA	NA	NA
succinimide	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0468328001711739	0.00900630772522575	1.9928852633867e-7	NA	NA	1523.20348135226	NA	NA	NA	NA	NA	NA	NA	NA	NA
tyrosine	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.173806785281022	0.0300057316608931	6.936581143682141e-9	NA	NA	154.965188547732	NA	NA	NA	NA	NA	NA	NA	NA	NA
X - 11441	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0570080612687561	0.01096308870553	1.99288526338669e-7	NA	NA	1009.34356381637	NA	NA	NA	NA	NA	NA	NA	NA	NA
X - 11442	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.054486757923429	0.0104782226775825	1.99288526338669e-7	NA	NA	1156.27897251311	NA	NA	NA	NA	NA	NA	NA	NA	NA
X - 11849	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.202535492566044	0.0405070985132088	5.7330314375839e-7	NA	NA	55.7722592744359	NA	NA	NA	NA	NA	NA	NA	NA	NA
X - 16946	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0401189898377827	0.00771519035341975	1.9928852633867e-7	NA	NA	1662.06312171492	NA	NA	NA	NA	NA	NA	NA	NA	NA
X - 18886	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.311224594045829	0.0387848278294194	1.0203146675882102e-15	NA	NA	70.6382041267895	NA	NA	NA	NA	NA	NA	NA	NA	NA
X - 24295	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.633491550047581	0.0541107365665642	1.16921020674126e-31	NA	NA	43.9454723333939	NA	NA	NA	NA	NA	NA	NA	NA	NA
xanthine	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.379538266180115	0.0593898509426097	1.65209087423813e-10	NA	NA	44.0798063105661	NA	NA	NA	NA	NA	NA	NA	NA	NA
1-(1-enyl-oleoyl)-GPC (P-18_1)*	2	0	NA	NA	NA	NA	NA	NA	0.154363243823902	0.107805101559876	0.152180091912897	3.61025595572111	13.0339480658198	70.4259935495826	0.154363243823902	0.0298607918336203	2.34810296904461e-7	3.61025595572111	13.0339480658198	70.4259935495826	NA	NA	NA	NA	NA	NA	NA	NA	NA
1-(1-enyl-stearoyl)-2-linoleoyl-GPC (P-18_0_18_2)*	2	0	NA	NA	NA	NA	NA	NA	-0.177464575474147	0.117914994410519	0.132318606563815	3.21005650453259	10.304462762292	47.3490425081724	-0.177464575474147	0.0367329965201621	1.35710314435942e-6	3.21005650453259	10.304462762292	47.3490425081724	NA	NA	NA	NA	NA	NA	NA	NA	NA
1-arachidoyl-GPC (20_0)	2	0	NA	NA	NA	NA	NA	NA	-0.349508062891598	0.198761466986277	0.07867442667691	5.28697499138225	27.9521045595013	46.7489989108224	-0.349508062891598	0.0375945540333097	1.44771866326427e-20	5.28697499138225	27.9521045595013	46.7489989108224	NA	NA	NA	NA	NA	NA	NA	NA	NA
1-eicosapentaenoyl-GPC (20_5)*	2	0	NA	NA	NA	NA	NA	NA	0.0805090596021448	0.0477731720868764	0.0919430876755477	3.45820999835522	11.959216392724	354.207224889323	0.0805090596021448	0.0138144219436061	5.61294382059401e-9	3.45820999835522	11.959216392724	354.207224889323	NA	NA	NA	NA	NA	NA	NA	NA	NA
1-linoleoyl-2-arachidonoyl-GPC (18_2_20_4n6)*	2	0	NA	NA	NA	NA	NA	NA	0.0977930014418038	0.0274565652733914	3.6841255500506e-4	1.72346561105442	2.9703337124872	243.789341163331	0.0977930014418038	0.0159310200895702	8.329001037173e-10	1.72346561105442	2.9703337124872	243.789341163331	NA	NA	NA	NA	NA	NA	NA	NA	NA
1-linoleoyl-GPI (18_2)*	2	0	NA	NA	NA	NA	NA	NA	-0.162797694819261	0.055476783515412	0.00334064720948474	2.17466261649216	4.72915749556854	103.345026647139	-0.162797694819261	0.0255105242968212	1.75259206394959e-10	2.17466261649216	4.72915749556854	103.345026647139	NA	NA	NA	NA	NA	NA	NA	NA	NA
1-palmitoyl-2-linoleoyl-GPE (16_0_18_2)	2	0	NA	NA	NA	NA	NA	NA	-0.0541757982177808	0.033863779847706	0.109639530179761	3.58571011745137	12.8573170463932	765.504997557128	-0.0541757982177808	0.0094440930076566	9.666762626962751e-9	3.58571011745137	12.8573170463932	765.504997557128	NA	NA	NA	NA	NA	NA	NA	NA	NA
1-palmitoyl-2-stearoyl-GPC (16_0_18_0)	2	0	NA	NA	NA	NA	NA	NA	0.113615504670513	0.121506865842635	0.349760370414527	4.83396593644724	23.3672266747323	102.817281402912	0.113615504670513	0.0251360616603636	6.1833751896232e-6	4.83396593644724	23.3672266747323	102.817281402912	NA	NA	NA	NA	NA	NA	NA	NA	NA
1-palmitoyl-GPE (16_0)	2	0	NA	NA	NA	NA	NA	NA	-0.159487056783039	0.249049157125935	0.521923083125611	9.39541623713281	88.2738462689789	98.0532158175737	-0.159487056783039	0.026507517159446	1.7803846219965502e-9	9.39541623713281	88.2738462689789	98.0532158175737	NA	NA	NA	NA	NA	NA	NA	NA	NA
2-palmitoyl-GPE (16_0)*	2	0	NA	NA	NA	NA	NA	NA	-0.196264099756126	0.308009124017966	0.523993127281881	9.41782670883152	88.6954599175804	64.2412680703304	-0.196264099756126	0.0327049045964216	1.9603334571519904e-9	9.41782670883152	88.6954599175804	64.2412680703304	NA	NA	NA	NA	NA	NA	NA	NA	NA
5-acetylamino-6-amino-3-methyluracil	2	0	NA	NA	NA	NA	NA	NA	0.0539853929639031	0.0232308431168898	0.0201326158922914	2.63500994591587	6.94327741507555	858.87553101483	0.0539853929639031	0.00881622597018901	9.15918600729983e-10	2.63500994591587	6.94327741507555	858.87553101483	NA	NA	NA	NA	NA	NA	NA	NA	NA
5-acetylamino-6-formylamino-3-methyluracil	2	0	NA	NA	NA	NA	NA	NA	0.0254239836138373	0.00839974966614948	0.00247194290630108	1.80185136924172	3.24666835683826	2997.8206129552	0.0254239836138373	0.00466173282077333	4.93150597928623e-8	1.80185136924172	3.24666835683826	2997.8206129552	NA	NA	NA	NA	NA	NA	NA	NA	NA
docosahexaenoate (DHA; 22_6n3)	2	2	NA	NA	NA	NA	NA	NA	0.161944648603609	0.156594139608118	0.301057629815626	4.17181824312774	17.4040674536934	50.0879712838747	0.161944648603609	0.0375361845799673	1.60065249168144e-5	4.17181824312774	17.4040674536934	50.0879712838747	NA	NA	NA	NA	NA	NA	NA	NA	NA
dopamine sulfate (2)	2	0	NA	NA	NA	NA	NA	NA	0.305636815599036	0.232515979550404	0.188685865717615	6.88062114572007	47.3429473509302	60.2981645076713	0.305636815599036	0.0337928763444613	1.5046794870743698e-19	6.88062114572007	47.3429473509302	60.2981645076713	NA	NA	NA	NA	NA	NA	NA	NA	NA
gamma-glutamyl-2-aminobutyrate	2	1	NA	NA	NA	NA	NA	NA	-0.144238427551352	0.0611407824073848	0.0183183432809382	1.99068348773788	3.96282074835224	64.5608839863081	-0.144238427551352	0.0307134623781214	2.64967272283727e-6	1.99068348773788	3.96282074835224	64.5608839863081	NA	NA	NA	NA	NA	NA	NA	NA	NA
O-sulfo-L-tyrosine	2	0	NA	NA	NA	NA	NA	NA	-0.144284715512398	0.200442877839552	0.471629920977684	8.78588680223397	77.191806901669	145.853384286527	-0.144284715512398	0.0228141885220494	2.54315008183908e-10	8.78588680223397	77.191806901669	145.853384286527	NA	NA	NA	NA	NA	NA	NA	NA	NA
ornithine	2	0	NA	NA	NA	NA	NA	NA	-0.151786406229612	0.245264176747602	0.536002634011492	8.6351126921124	74.5651712054806	83.0067756265591	-0.151786406229612	0.0284031240231103	9.09155983980073e-8	8.6351126921124	74.5651712054806	83.0067756265591	NA	NA	NA	NA	NA	NA	NA	NA	NA
X - 24020	2	0	NA	NA	NA	NA	NA	NA	-0.0766321110040782	0.117147116465386	0.513013385092591	8.5609382630263	73.2896639433478	264.773170281388	-0.0766321110040782	0.0136839109062765	2.14152198849187e-8	8.5609382630263	73.2896639433478	264.773170281388	NA	NA	NA	NA	NA	NA	NA	NA	NA
1-(1-enyl-palmitoyl)-2-arachidonoyl-GPE (P-16_0_20_4)*	3	0	0.105374589083325	0.0166467170096089	2.45078134905981e-10	0.107088607117616	0.0168725937324662	2.19701743673375e-10	0.130464761021999	0.0745029542882665	0.0799225889057849	4.85445947955859	47.1315536773525	187.600788537582	0.130464761021999	0.015347322313017	1.88262795212413e-17	4.85445947955859	47.1315536773525	187.600788537582	-0.149785503142675	0.236235497543363	0.526047125821037	0.0502312803874283	0.0406418570483923	0.21647735860718	4.31821433787018	18.6469750677876	0.978368163782329
1-arachidonoyl-GPE (20_4n6)*	3	0	-0.0683214929346657	0.0281585142138893	0.0152529239461812	-0.0759939257880578	0.021355270454561998	3.7289929267635e-4	-0.0745369196737737	0.0382022980832453	0.051043856486766	2.15061040677855	9.25025024348841	133.027611324003	-0.0745369196737737	0.0177634675080316	2.71575102340085e-5	2.15061040677855	9.25025024348841	133.027611324003	-0.0875171865083465	0.190094331810798	0.645237605772769	0.00183349422579691	0.0257497204363458	0.943235053900333	3.03374148540265	9.20358740025307	0.925608750539929
1-dihomo-linoleoyl-GPC (20_2)*	3	0	-0.154602317953062	0.036462450263516	2.23478039168706e-5	-0.197978948203185	0.0441839832292699	7.43688498888129e-6	-0.25308004098136	0.122907653934539	0.0394839657210743	4.51530208655679	40.7759058657281	57.8974386754299	-0.25308004098136	0.0272202505122452	1.43798488902672e-20	4.51530208655679	40.7759058657281	57.8974386754299	-0.767114549096169	0.617932558130595	0.21445020868469	0.0534603365329651	0.0627749111087155	0.394425329646971	4.86155351543486	23.6347025834371	0.393633134680089
1-eicosapentaenoyl-GPE (20_5)*	3	0	-0.0861025759445474	0.0438679505094973	0.0496732265561415	-0.106073463472282	0.0397826240387627	0.00766851843379243	-0.120026643168685	0.0715430882778907	0.0934089447516171	2.50091389381922	12.509140608596	49.9357069920058	-0.120026643168685	0.0286067778881564	2.71980393424314e-5	2.50091389381922	12.509140608596	49.9357069920058	-0.00350914780085512	0.333118535301142	0.991595054696861	-0.0103270354082841	0.0282972801080618	0.71515023272804	3.32248431182163	11.0389020023009	0.651452341917646
1-stearoyl-2-oleoyl-GPE (18_0_18_1)	3	0	-0.081974250744207	0.0481139050290282	0.0884270838326292	-0.132825993413568	0.057979935887989	0.0219694391649406	-0.181798511112698	0.100590630261637	0.0707138661029812	3.0783841942063	18.9528984942783	44.8474654200542	-0.181798511112698	0.0326764379998296	2.64270844721037e-8	3.0783841942063	18.9528984942783	44.8474654200542	0.0422102548249432	0.71167764722893	0.952704464841598	-0.0178723157091383	0.0557423901182492	0.748495787972876	4.14562068221919	17.1861708408435	0
alpha-hydroxyisovalerate	3	0	0.0817359722649567	0.0525823074928371	0.120079814564215	0.161887143244856	0.0357831236624764	6.06473268979724e-6	0.166468678769007	0.11983433121639	0.164785068080302	4.62533275394097	42.7874061693584	72.143967936220207	0.166468678769007	0.0259082616519397	1.31598840295905e-10	4.62533275394097	42.7874061693584	72.143967936220207	0.697567512892055	0.969763742003362	0.471945644543873	-0.0485782948654466	0.0876595401733751	0.579462449022328	5.72140679863291	32.7344957554429	0.740184151787769
cholesterol	3	0	-0.158064024517094	0.0382234565065776	3.54549198178675e-5	-0.222914473239894	0.051062137704734	1.26801496415599e-5	-0.282464136386815	0.137232365163129	0.0395622116255379	4.78906861647255	45.8703564265645	54.3320620352044	-0.282464136386815	0.028655334920678	6.37424728751039e-23	4.78906861647255	45.8703564265645	54.3320620352044	-0.676760978583153	0.783122730943883	0.387487630640354	0.037745096548816	0.0731261042755205	0.605739546139274	6.01833267034238	36.2203281309104	0
X - 12339	3	1	0.0585598685353122	0.0280915097483376	0.0371046306575579	0.0807006568628445	0.0319659453708769	0.0115835909616905	0.114313895647321	0.0614273816708397	0.0627498360699424	2.75130546036208	15.1393634724364	93.301065525265	0.114313895647321	0.0223266309596739	3.05423552518167e-7	2.75130546036208	15.1393634724364	93.301065525265	0.146812534179029	0.227292214053994	0.518331316674222	-0.0044107914438406	0.0285633054033945	0.877277320216938	3.84535537637971	14.7867579706523	0.845099618678714
1-palmitoyl-2-arachidonoyl-GPI (16_0_20_4)*	4	0	0.129278604267106	0.0220687220354899	4.68470743406324e-9	0.0934126734847159	0.0198267096338836	2.45952996282856e-6	0.10043243811726	0.0220599454338531	5.29603497205661e-6	1.31654216297966	5.19984980070952	120.305550805033	0.10043243811726	0.016755973377963	2.04956968529415e-9	1.31654216297966	5.19984980070952	120.305550805033	0.151709864227205	0.0492869083632741	0.00208327383690454	-0.00766246861206658	0.00666549451080063	0.25032002570476	1.25120127178411	3.13100924502837	0.961268402161911
